"ID","Album","Release Date","Track Number","Track Name","Duration (ms)","Spotify URL"
"MCZ00154","ZZ's","2020-01-31","4","Chai Maxx -ZZ ver.-","273466","https://open.spotify.com/track/7GcZiTsWevwY7IWTepcTiX"
"MCZ00155","ZZ's","2020-01-31","5","オレンジノート -ZZ ver.-","291880","https://open.spotify.com/track/7K6n0JfnSqstN5A5IJ9zEJ"
"MCZ00156","ZZ's","2020-01-31","6","Z伝説 ～ファンファーレは止まらない～","316893","https://open.spotify.com/track/7eoYNMXCWLC2ADEHzZ2kab"
"MCZ00157","ZZ's","2020-01-31","7","DNA狂詩曲 -ZZ ver.-","260506","https://open.spotify.com/track/6EYjc32hkQNaCawxkHW5m2"
"MCZ00158","ZZ's","2020-01-31","8","ツヨクツヨク -ZZ ver.-","230600","https://open.spotify.com/track/4ft11QipLlhXAC6fwChf6Q"
"MCZ00159","ZZ's","2020-01-31","9","MOON PRIDE -ZZ ver.-","219986","https://open.spotify.com/track/727MSV1MB2OXmOGm7Zgqmh"
"MCZ00160","ZZ's","2020-01-31","10","『Z』の誓い -ZZ ver.-","304133","https://open.spotify.com/track/5kLh746jvgdUXJrdpO00Kt"
"MCZ00161","ZZ's","2020-01-31","11","ココ☆ナツ -ZZ ver.-","278800","https://open.spotify.com/track/4lVQTUYJODAG5uywdK9UVS"
"MCZ00162","ZZ's","2020-01-31","12","サンタさん -ZZ ver.-","288813","https://open.spotify.com/track/7I68pYdcevLFN4A3XGqlG0"
"MCZ00110","ZZ's Ⅱ","2021-05-17","1","ワニとシャンプー -ZZ ver.-","243239","https://open.spotify.com/track/0vtd2nklEKpg0q2SbK12qK"
"MCZ00111","ZZ's Ⅱ","2021-05-17","2","白い風 -ZZ ver.-","255532","https://open.spotify.com/track/15CdqNrK9W1JkfEVY6JTlE"
"MCZ00112","ZZ's Ⅱ","2021-05-17","3","猛烈宇宙交響曲・第七楽章「無限の愛」 -ZZ ver.-","309879","https://open.spotify.com/track/3MDGJ0pVnyvP2tGYqUirUQ"
"MCZ00113","ZZ's Ⅱ","2021-05-17","4","ニッポン笑顔百景 -ZZ ver.-","233119","https://open.spotify.com/track/2U69kVLGLVdOtzWK2UAsbg"
"MCZ00114","ZZ's Ⅱ","2021-05-17","5","サラバ、愛しき悲しみたちよ -ZZ ver.-","298239","https://open.spotify.com/track/6s4zDvGZsM1mI09uIrArj6"
"MCZ00115","ZZ's Ⅱ","2021-05-17","6","灰とダイヤモンド -ZZ ver.-","410092","https://open.spotify.com/track/2vssqUkMKpQKQnib8oAYM5"
"MCZ00116","ZZ's Ⅱ","2021-05-17","7","GOUNN -ZZ ver.-","342572","https://open.spotify.com/track/4AWfjjOnqHyaNZMH2t7XxK"
"MCZ00117","ZZ's Ⅱ","2021-05-17","8","ゴリラパンチ -ZZ ver.-","274305","https://open.spotify.com/track/7EFNxpdRTbwMXPzODYvFSe"
"MCZ00118","ZZ's Ⅱ","2021-05-17","9","マホロバケーション -ZZ ver.-","266932","https://open.spotify.com/track/7f5oFrKcE9ppuwQttuXjpT"
"MCZ00119","ZZ's Ⅱ","2021-05-17","10","モノクロデッサン -ZZ ver.-","352145","https://open.spotify.com/track/5coRvuuwlhM2yX2PpaGwYi"
"MCZ00066","ZZ's Ⅲ","2023-04-07","1","ピンキージョーンズ -ZZ ver.-","252172","https://open.spotify.com/track/2VFBY1g63TC9Ur4l1cFaKH"
"MCZ00067","ZZ's Ⅲ","2023-04-07","2","CONTRADICTION -ZZ ver.-","249745","https://open.spotify.com/track/74UPlZR05hgGLXljr4o14f"
"MCZ00068","ZZ's Ⅲ","2023-04-07","3","Z女戦争 -ZZ ver.-","416639","https://open.spotify.com/track/5DVDN8QZV0ls1JKvwE0Mzn"
"MCZ00069","ZZ's Ⅲ","2023-04-07","4","黒い週末 -ZZ ver.-","382865","https://open.spotify.com/track/7ko96ciSuuoGJ7F0DkedCP"
"MCZ00070","ZZ's Ⅲ","2023-04-07","5","空のカーテン -ZZ ver.-","363212","https://open.spotify.com/track/4bJ5uIPQUp0a6Y5kLzPwVj"
"MCZ00071","ZZ's Ⅲ","2023-04-07","6","仮想ディストピア -ZZ ver.-","245372","https://open.spotify.com/track/2ZeKTErn2CJB2ZyAD43Zhq"
"MCZ00072","ZZ's Ⅲ","2023-04-07","7","Link Link -ZZ ver.-","311719","https://open.spotify.com/track/250jed5XWOmE1ED3jyi63c"
"MCZ00073","ZZ's Ⅲ","2023-04-07","8","WE ARE BORN -ZZ ver.-","260599","https://open.spotify.com/track/4B5IS9oB8Jd0SGiFJiCBUa"
"MCZ00074","ZZ's Ⅲ","2023-04-07","9","白金の夜明け -ZZ ver.-","365719","https://open.spotify.com/track/6r1l0YUhXm1qBJ5ZJjaQtj"
"MCZ00075","ZZ's Ⅲ","2023-04-07","10","BLAST! -ZZ ver.-","332785","https://open.spotify.com/track/2EuiBZpC01nJeiXusQmMoV"
"MCZ00422","Z女戦争","2012-06-27","1","Z女戦争","415040","https://open.spotify.com/track/14hwW40bmZr4NYpK55FxlQ"
"MCZ00423","Z女戦争","2012-06-27","2","PUSH","274640","https://open.spotify.com/track/1pmsWVGnyVsjhp1b4b1oMs"
"MCZ00424","Z女戦争","2012-06-27","3","みてみて☆こっちっち","232373","https://open.spotify.com/track/0HmJAFKFRpUe4RsIN3PwEt"
"MCZ00344","あんた飛ばしすぎ!!","2018-09-14","1","あんた飛ばしすぎ!!","247203","https://open.spotify.com/track/7lSacvtRiYys7Yw2zfOdgi"
"MCZ00313","いちごいちえ","2023-04-21","1","いちごいちえ","230692","https://open.spotify.com/track/3z6Vc4oXj7T1pgDhoHKjfr"
"MCZ00026","イドラ","2024-05-08","1","序章 -revelation-","108159","https://open.spotify.com/track/2ii5iEMijbwn9ESiCkSM55"
"MCZ00027","イドラ","2024-05-08","2","Heroes","225052","https://open.spotify.com/track/7l3uhIYBLjjX99XbPGolV1"
"MCZ00028","イドラ","2024-05-08","3","Brand New Day","249972","https://open.spotify.com/track/0aaFOG8gPkoG472A2PZH12"
"MCZ00029","イドラ","2024-05-08","4","Re:volution","221252","https://open.spotify.com/track/1ErRHubFHEL7u0VZL57dWX"
"MCZ00030","イドラ","2024-05-08","5","MEKIMEKI","191932","https://open.spotify.com/track/0zqtshFel2GmZx3iW81VKc"
"MCZ00031","イドラ","2024-05-08","6","MONONOFU NIPPON feat. 布袋寅泰","262999","https://open.spotify.com/track/3nCG1k4dfYGRqgHYclYQiX"
"MCZ00032","イドラ","2024-05-08","7","一味同心","279199","https://open.spotify.com/track/4U6a6yb0hnHg8YnsJ1MK9N"
"MCZ00033","イドラ","2024-05-08","8","桃照桃神","239599","https://open.spotify.com/track/0KWCGuQ5lnBykQWZjN1V6I"
"MCZ00034","イドラ","2024-05-08","9","Majoram Therapie","265372","https://open.spotify.com/track/52y4KVGPb8gJ78pfrNepEQ"
"MCZ00035","イドラ","2024-05-08","10","追憶のファンファーレ","215905","https://open.spotify.com/track/39HeDOQqFnLspBe6KpfzQQ"
"MCZ00036","イドラ","2024-05-08","11","いちごいちえ","232692","https://open.spotify.com/track/4Q5At48HwaIoO2p4GVgsXo"
"MCZ00037","イドラ","2024-05-08","12","L.O.V.E","209865","https://open.spotify.com/track/7lz1eNw3Oa7d6JM4II6j51"
"MCZ00038","イドラ","2024-05-08","13","Friends Friends Friends","276892","https://open.spotify.com/track/7FGxKLws5EigU5xMKnkopB"
"MCZ00039","イドラ","2024-05-08","14","誓い未来","278505","https://open.spotify.com/track/1doVoyjwpwJV6ZTHQa5JrE"
"MCZ00040","イドラ","2024-05-08","15","idola","492719","https://open.spotify.com/track/63qiLZUodlGPCeCVT8ZCad"
"MCZ00328","おどるポンポコリン","2019-08-28","1","おどるポンポコリン","197213","https://open.spotify.com/track/4lEB1tqILbUcCkUDdLvNSW"
"MCZ00329","おどるポンポコリン","2019-08-28","2","ありがとうのうた","270746","https://open.spotify.com/track/2UgtVslwixSxORY2F7dSQm"
"MCZ00330","おどるポンポコリン","2019-08-28","3","私を選んで!花輪くん","222533","https://open.spotify.com/track/1fRjNnvakNCiSKUFiqiriP"
"MCZ00331","おどるポンポコリン","2019-08-28","4","おどるポンポコリン (off vocal ver.)","197200","https://open.spotify.com/track/1cqPMl3zyKHm99Ja2g5xWK"
"MCZ00332","おどるポンポコリン","2019-08-28","5","ありがとうのうた (off vocal ver.)","270746","https://open.spotify.com/track/77Q3TSKRft5EGAosvJB49y"
"MCZ00333","おどるポンポコリン","2019-08-28","6","私を選んで!花輪くん (off vocal ver.)","222533","https://open.spotify.com/track/1jESbpt4LXhskHQMJAu387"
"MCZ00222","ザ・ゴールデン・ヒストリー","2016-09-07","1","ザ・ゴールデン・ヒストリー","302720","https://open.spotify.com/track/74ZWPqxqRum1Gow3uWFjto"
"MCZ00223","ザ・ゴールデン・ヒストリー","2016-09-07","2","DECORATION","276040","https://open.spotify.com/track/2Xq1tpd2Y8sE5DCynEHMby"
"MCZ00224","ザ・ゴールデン・ヒストリー","2016-09-07","3","Hanabi","298520","https://open.spotify.com/track/5OM5EADh2DUcVJ5K4Q2o4K"
"MCZ00225","ザ・ゴールデン・ヒストリー","2016-09-07","4","伸ルカ反ルカ","285520","https://open.spotify.com/track/0ljnSibN78cuRt9xgSE8wC"
"MCZ00226","ザ・ゴールデン・ヒストリー","2016-09-07","5","ザ・ゴールデン・ヒストリー(off vocal ver.)","302546","https://open.spotify.com/track/1Mtsz3ejr1GHhq271lxlYd"
"MCZ00227","ザ・ゴールデン・ヒストリー","2016-09-07","6","DECORATION(off vocal ver.)","276560","https://open.spotify.com/track/10w7FveB7pq7HXD5KXERix"
"MCZ00228","ザ・ゴールデン・ヒストリー","2016-09-07","7","Hanabi(off vocal ver.)","298493","https://open.spotify.com/track/3zWUPTNOUCA4al5FmSGlsP"
"MCZ00229","ザ・ゴールデン・ヒストリー","2016-09-07","8","伸ルカ反ルカ(off vocal ver.)","281853","https://open.spotify.com/track/7luUc2BIX13hyWdGmzyYHV"
"MCZ00415","サラバ､愛しき悲しみたちよ","2012-11-21","1","サラバ､愛しき悲しみたちよ","298786","https://open.spotify.com/track/5d3y9oPrTUm1LyIIAeummq"
"MCZ00416","サラバ､愛しき悲しみたちよ","2012-11-21","2","黒い週末","380693","https://open.spotify.com/track/3iUsWf2xLHjIxBaFmL9sxW"
"MCZ00417","サラバ､愛しき悲しみたちよ","2012-11-21","3","Wee-Tee-Wee-Tee","262800","https://open.spotify.com/track/5YbQPactAC6XRrcNbQ9JT8"
"MCZ00319","ショービズ","2022-05-11","1","ショービズ","236053","https://open.spotify.com/track/3wkM7JA1IM5HTlFJZUFGwK"
"MCZ00418","ニッポン笑顔百景","2012-09-05","1","ニッポン笑顔百景","234573","https://open.spotify.com/track/7HvLwBlGXvaWJZpg1IqwbS"
"MCZ00419","ニッポン笑顔百景","2012-09-05","2","ニッポン笑顔百景 (客演:林家木久扇)","263840","https://open.spotify.com/track/6E32Tbu6dOm0XulBIDlZne"
"MCZ00420","ニッポン笑顔百景","2012-09-05","3","もリフだョ!全員集合","248813","https://open.spotify.com/track/5KlbhVpeFPb3QlxKOokOyp"
"MCZ00421","ニッポン笑顔百景","2012-09-05","4","ベター is the Best","251306","https://open.spotify.com/track/5QAlAQVRdxMBh9dMe3Gn4E"
"MCZ00279","バトル アンド ロマンス","2011-07-27","1","Z伝説 ～終わりなき革命～","306480","https://open.spotify.com/track/2F6ExvctZLnUi3Ja2PZZ8q"
"MCZ00280","バトル アンド ロマンス","2011-07-27","2","CONTRADICTION","253160","https://open.spotify.com/track/0NrSI67RRwf9SZ0kNCxwxe"
"MCZ00281","バトル アンド ロマンス","2011-07-27","3","ミライボウル","264626","https://open.spotify.com/track/0o0Y7jzGmaozlAYQxbSgmq"
"MCZ00282","バトル アンド ロマンス","2011-07-27","4","ワニとシャンプー","242226","https://open.spotify.com/track/4IVrQgd48Vj5z7LLOU6xCW"
"MCZ00283","バトル アンド ロマンス","2011-07-27","5","ピンキージョーンズ","251693","https://open.spotify.com/track/0PwCbifT0dVsAez2c4RMGB"
"MCZ00284","バトル アンド ロマンス","2011-07-27","6","キミノアト","291800","https://open.spotify.com/track/1ZRkwEhs9FeT9fXdYrA5wj"
"MCZ00285","バトル アンド ロマンス","2011-07-27","7","D´の純情","253786","https://open.spotify.com/track/6Ry8RSrYtfVGbzPcKVBlRX"
"MCZ00286","バトル アンド ロマンス","2011-07-27","8","天手力男","287746","https://open.spotify.com/track/2UJjDZ3lFVVQhMWzwW9Miv"
"MCZ00287","バトル アンド ロマンス","2011-07-27","9","オレンジノート","285680","https://open.spotify.com/track/7zVvkhTH2MO7xODo9HvZex"
"MCZ00288","バトル アンド ロマンス","2011-07-27","10","スターダストセレナーデ","269733","https://open.spotify.com/track/2ayZ48zwHSRXaFAStYAb4B"
"MCZ00289","バトル アンド ロマンス","2011-07-27","11","コノウタ","259986","https://open.spotify.com/track/2VQPYCNdTghx5MgT411oSk"
"MCZ00290","バトル アンド ロマンス","2011-07-27","12","ももクロのニッポン万歳!","302653","https://open.spotify.com/track/1zWSIBTEHMu164YvoAUKvC"
"MCZ00312","ヒカリミチ","2023-05-18","1","ヒカリミチ","292425","https://open.spotify.com/track/5UPxZyxop4edd87dDG5vOa"
"MCZ00436","ピンキージョーンズ","2010-11-10","1","ピンキージョーンズ","250986","https://open.spotify.com/track/7t0FmIxKj1klWOisrMAs6B"
"MCZ00437","ピンキージョーンズ","2010-11-10","2","ココ☆ナツ","246213","https://open.spotify.com/track/01vALRy3aLahMZ9EJ99gmg"
"MCZ00438","ピンキージョーンズ","2010-11-10","3","キミとセカイ","240520","https://open.spotify.com/track/666Q7BOBXEKT3g82qcG8P4"
"MCZ00308","マツケンサンバII×行くぜっ!怪盗少女 -TeddyLoid ULTRA MASHUP ver.-","2023-12-24","1","マツケンサンバII×行くぜっ!怪盗少女 -TeddyLoid ULTRA MASHUP ver.-","273000","https://open.spotify.com/track/1M2hb61cix3ZhM17zM83h9"
"MCZ00433","ミライボウル","2011-03-09","1","ミライボウル","265040","https://open.spotify.com/track/78K5Bx9LFNh52euwWAAEWn"
"MCZ00434","ミライボウル","2011-03-09","2","Chai Maxx","274520","https://open.spotify.com/track/7IZl0L6l0EIlRRLyFVqqvn"
"MCZ00435","ミライボウル","2011-03-09","3","全力少女","266240","https://open.spotify.com/track/7uW9NBV548CjzP1rcObQQx"
"MCZ00001","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","1","ももクリ2023 OPENING (Live at さいたまスーパーアリーナ 2023.12.24)","379525","https://open.spotify.com/track/020NKfZrGPatTqM2VK1ald"
"MCZ00002","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","2","momo (Live at さいたまスーパーアリーナ 2023.12.24)","291858","https://open.spotify.com/track/4bsOz9H2w9baYnPoXuFbvd"
"MCZ00003","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","3","LOST CHILD (Live at さいたまスーパーアリーナ 2023.12.24)","306820","https://open.spotify.com/track/4Ugfwk5f1YyB8i6dwc7LkO"
"MCZ00004","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","4","Re:volution (Live at さいたまスーパーアリーナ 2023.12.24)","221416","https://open.spotify.com/track/6MHTpyVxh18vm2BtxrYcnz"
"MCZ00005","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","5","L.O.V.E (Live at さいたまスーパーアリーナ 2023.12.24)","231300","https://open.spotify.com/track/5VDDNAgND6MAd5BL42eQtH"
"MCZ00006","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","6","PLAY! (Live at さいたまスーパーアリーナ 2023.12.24)","228849","https://open.spotify.com/track/66ffpvFhMixqTwSgJ1OXk1"
"MCZ00007","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","7","誓い未来 (Live at さいたまスーパーアリーナ 2023.12.24)","282447","https://open.spotify.com/track/55au1VrhL2YExZ5EvIawI2"
"MCZ00008","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","8","ゲッダーン! (Live at さいたまスーパーアリーナ 2023.12.24)","213784","https://open.spotify.com/track/0UoNDKTpWrsHMJAiUV4vZc"
"MCZ00009","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","9","ショービズ (Live at さいたまスーパーアリーナ 2023.12.24)","256031","https://open.spotify.com/track/3ibu1SjMbF6CHvFchi83Dw"
"MCZ00010","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","10","BLAST! (Live at さいたまスーパーアリーナ 2023.12.24)","330599","https://open.spotify.com/track/4M75YedkyvKipVqWi5qjhB"
"MCZ00011","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","11","HAND (Live at さいたまスーパーアリーナ 2023.12.24)","303599","https://open.spotify.com/track/1QBqJvD44gHbM8mEZFlDOu"
"MCZ00012","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","12","加藤いづみとゴスペルシンガーズによる聖なる夜の合唱会 (Live at さいたまスーパーアリーナ 2023.12.24)","370700","https://open.spotify.com/track/2Js75iUcv0agrvQL4xOxlj"
"MCZ00013","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","13","真冬のサンサンサマータイム (Live at さいたまスーパーアリーナ 2023.12.24)","271399","https://open.spotify.com/track/3W2O4qcANLN7hgk7SLNm52"
"MCZ00014","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","14","サンタさん -ZZ ver.- (Live at さいたまスーパーアリーナ 2023.12.24)","292113","https://open.spotify.com/track/53qR1HmV4iJbl0gZyIgi6B"
"MCZ00015","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","15","泣いちゃいそう冬 (Live at さいたまスーパーアリーナ 2023.12.24)","261236","https://open.spotify.com/track/7Lh0KhPDMR5iEWlsSwpWAN"
"MCZ00016","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","16","走れ! -ZZ ver.- (Live at さいたまスーパーアリーナ 2023.12.24)","295904","https://open.spotify.com/track/4lEXhg3YhGV2mT2jvEI5WH"
"MCZ00017","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","17","空のカーテン (Live at さいたまスーパーアリーナ 2023.12.24)","372647","https://open.spotify.com/track/3KIkOZcF70GhDrztdsKy6g"
"MCZ00018","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","18","黒い週末 (Live at さいたまスーパーアリーナ 2023.12.24)","388857","https://open.spotify.com/track/4nz8LnD6yG0s07yRLIDPDz"
"MCZ00019","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","19","今宵、ライブの下で (Live at さいたまスーパーアリーナ 2023.12.24)","303608","https://open.spotify.com/track/6dHla4UPC3TmcXh4Lvkaw4"
"MCZ00020","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","20","桃色空 (Live at さいたまスーパーアリーナ 2023.12.24)","352354","https://open.spotify.com/track/0yhgIPRsAC6iFQUf2bwUGY"
"MCZ00021","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","21","ロードショー (Live at さいたまスーパーアリーナ 2023.12.24)","316733","https://open.spotify.com/track/26wuVN2Z9DzoGWG1mx5H09"
"MCZ00022","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","22","overture ～ももいろクローバーZ参上!!～ (Live at さいたまスーパーアリーナ 2023.12.24)","91295","https://open.spotify.com/track/4lC0gDbiA5Lpj8jsA1Piyt"
"MCZ00023","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","23","MONONOFU NIPPON feat. 布袋寅泰 (Live at さいたまスーパーアリーナ 2023.12.24)","288489","https://open.spotify.com/track/0Yebj6hwESPZEtuDNFSQwc"
"MCZ00024","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","24","白い風 (Live at さいたまスーパーアリーナ 2023.12.24)","291401","https://open.spotify.com/track/4BiViK7sh3yaZb8xJ1LAQt"
"MCZ00025","ももいろクリスマス2023 PLAYERS (Live at さいたまスーパーアリーナ 2023.12.24)","2024-11-15","25","また逢う日まで (Live at さいたまスーパーアリーナ 2023.12.24)","349516","https://open.spotify.com/track/1kVfQiPYZHDdoFNH340hfS"
"MCZ00299","やわく恋して ～ずっと僕らでいられますように～","2024-10-04","1","やわく恋して ～ずっと僕らでいられますように～","223002","https://open.spotify.com/track/7bcK1Zy9ePYQvGI8X1f64P"
"MCZ00300","レナセールセレナーデ","2024-08-28","1","レナセールセレナーデ","251519","https://open.spotify.com/track/3mBmwUU16GPYngenrlI0MB"
"MCZ00301","レナセールセレナーデ","2024-08-28","2","Burn your Beat","235185","https://open.spotify.com/track/5iMswW9NsfGtT5JqSNZFyO"
"MCZ00302","レナセールセレナーデ","2024-08-28","3","レナセールセレナーデ (TV size)","92292","https://open.spotify.com/track/7bHI1UpHOFc0XSs5nWOpjE"
"MCZ00303","レナセールセレナーデ","2024-08-28","4","レナセールセレナーデ (off vocal ver.)","250852","https://open.spotify.com/track/3uOO11g0WhdpQfW74TZ0bB"
"MCZ00304","レナセールセレナーデ","2024-08-28","5","Burn your Beat (off vocal ver.)","234519","https://open.spotify.com/track/0xKbRRixfKmT7iQZaxn8h4"
"MCZ00318","一味同心","2022-08-19","1","一味同心","277599","https://open.spotify.com/track/3AvGk1SPzxYpymVy8LsBsN"
"MCZ00385","一粒の笑顔で…/Chai Maxx ZERO","2014-12-24","1","一粒の笑顔で…","307040","https://open.spotify.com/track/1FSI8NeHwInnvnD8hGwfgQ"
"MCZ00386","一粒の笑顔で…/Chai Maxx ZERO","2014-12-24","2","Chai Maxx ZERO","293680","https://open.spotify.com/track/2aJ2kfEAFmwcEVPTZ1u03x"
"MCZ00387","一粒の笑顔で…/Chai Maxx ZERO","2014-12-24","3","KONOYUBi TOMALe","245080","https://open.spotify.com/track/2AAfzRzQSM9QJfPeBS3uLi"
"MCZ00388","一粒の笑顔で…/Chai Maxx ZERO","2014-12-24","4","一粒の笑顔で…(off vocal ver.)","306373","https://open.spotify.com/track/3fAwEkv4HERg3sJsN5stzP"
"MCZ00389","一粒の笑顔で…/Chai Maxx ZERO","2014-12-24","5","Chai Maxx ZERO(off vocal ver.)","293680","https://open.spotify.com/track/62oeyZ7Fk792dW6UPvjnUn"
"MCZ00390","一粒の笑顔で…/Chai Maxx ZERO","2014-12-24","6","KONOYUBi TOMALe(off vocal ver.)","242426","https://open.spotify.com/track/13x5cGnegUEA4wYNuAfWk4"
"MCZ00363","今宵、ライブの下で","2015-12-23","1","今宵、ライブの下で","297166","https://open.spotify.com/track/1BFl6joFpewtoVA4sZH9fA"
"MCZ00364","今宵、ライブの下で","2015-12-23","2","今宵、ライブの下で - off vocal ver.","297166","https://open.spotify.com/track/1PbPOz3jWqdY7Ic3XwawpK"
"MCZ00041","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","1","overture ～ももいろクローバーZ参上!!～ (Live at 国立代々木競技場 第一体育館 2023.5.17)","109102","https://open.spotify.com/track/6yTVue4ZiuBnFYJeAg415g"
"MCZ00042","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","2","行くぜっ!怪盗少女 -ZZ ver.- (Live at 国立代々木競技場 第一体育館 2023.5.17)","227243","https://open.spotify.com/track/7v07nB0QiW8ocpftgx48am"
"MCZ00043","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","3","ダンシングタンク♡ (Live at 国立代々木競技場 第一体育館 2023.5.17)","196828","https://open.spotify.com/track/6x4DomEu7rFlWH0qRF0o9Z"
"MCZ00044","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","4","ピンキージョーンズ -ZZ ver.- (Live at 国立代々木競技場 第一体育館 2023.5.17)","259548","https://open.spotify.com/track/0t5pn74432KWyqU31diD8O"
"MCZ00045","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","5","サラバ、愛しき悲しみたちよ (Live at 国立代々木競技場 第一体育館 2023.5.17)","326639","https://open.spotify.com/track/1t1IJ8kkTx68HvOHUBPfCJ"
"MCZ00046","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","6","Z伝説 ～ファンファーレは止まらない～ (Live at 国立代々木競技場 第一体育館 2023.5.17)","319599","https://open.spotify.com/track/4l72FNcOgmA8L4c1u00PaX"
"MCZ00047","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","7","吼えろ (Live at 国立代々木競技場 第一体育館 2023.5.17)","265007","https://open.spotify.com/track/3OtpKeUiRp8ys0zWap4vlt"
"MCZ00048","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","8","stay gold (Live at 国立代々木競技場 第一体育館 2023.5.17)","213700","https://open.spotify.com/track/47SOzfRuNSTY6X3Z6avsIN"
"MCZ00049","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","9","労働讃歌 (Live at 国立代々木競技場 第一体育館 2023.5.17)","282287","https://open.spotify.com/track/3sNdsFAJBQUYUJB83BkfMF"
"MCZ00050","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","10","Z女戦争 (Live at 国立代々木競技場 第一体育館 2023.5.17)","451713","https://open.spotify.com/track/1S4eJWJwPSMLvhnFkRg9Vi"
"MCZ00051","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","11","笑一笑 ～シャオイーシャオ!～ (Live at 国立代々木競技場 第一体育館 2023.5.17)","288367","https://open.spotify.com/track/3ZrQZBWswfmxR9zARsEByi"
"MCZ00052","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","12","Nightmare Before Catharsis (Live at 国立代々木競技場 第一体育館 2023.5.17)","271561","https://open.spotify.com/track/5vhkLWK3qxPwhQm1KqWR1u"
"MCZ00053","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","13","CONTRADICTION (Live at 国立代々木競技場 第一体育館 2023.5.17)","243797","https://open.spotify.com/track/2q5d3FRZzjlSRygZqyHQP8"
"MCZ00054","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","14","ゴリラパンチ (Live at 国立代々木競技場 第一体育館 2023.5.17)","277402","https://open.spotify.com/track/5pSfpuhT03oIXTBTR8wUHO"
"MCZ00055","代々木無限大記念日 (Live at 国立代々木競技場 第一体育館 2023.5.17)","2023-08-25","15","MYSTERION (Live at 国立代々木競技場 第一体育館 2023.5.17)","241695","https://open.spotify.com/track/7mKlhw2NhWc1mE18oPDU8i"
